"X..Gene.Family","DSpakowicz002_1_R153_S1","DSpakowicz002_11_R153_S11","DSpakowicz002_12_R153_S12","DSpakowicz002_13_R153_S13","DSpakowicz002_14_R153_S14","DSpakowicz002_15_R153_S15","DSpakowicz002_16_R153_S16","DSpakowicz002_17_R153_S17","DSpakowicz002_18_R153_S18","DSpakowicz002_19_R153_S19","DSpakowicz002_2_R153_S2","DSpakowicz002_3_R153_S3","DSpakowicz002_5_R153_S5","DSpakowicz002_6_R153_S6","DSpakowicz002_7_R153_S7","DSpakowicz002_8_R153_S8","DSpakowicz002_9_R153_S9"
"UniRef90_W4U5Q6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,22.2222222222,20.4081632653,NA,NA,NA,NA,NA,NA,NA,20.8333333333
"UniRef90_W4TQU6",NA,NA,NA,NA,NA,NA,NA,21.7547437399,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TQU6|unclassified",NA,NA,NA,NA,NA,NA,NA,21.7547437399,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_I6WV68",NA,NA,NA,NA,NA,NA,NA,21.7391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_I6WV68|unclassified",NA,NA,NA,NA,NA,NA,NA,21.7391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8E4",NA,NA,NA,NA,NA,NA,NA,21.7391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8E4|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,21.7391304348,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U973",NA,NA,NA,NA,NA,NA,NA,21.7391304348,NA,NA,NA,NA,NA,NA,NA,NA,21.7391304348
"UniRef90_W4U973|unclassified",NA,NA,NA,NA,NA,NA,NA,21.7391304348,NA,NA,NA,NA,NA,NA,NA,NA,21.7391304348
"UniRef90_A0A2B7JSP9",NA,NA,NA,NA,NA,NA,NA,21.5053763441,NA,NA,NA,NA,NA,NA,NA,NA,46.2337230106
"UniRef90_A0A2B7JSP9|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,21.5053763441,NA,NA,NA,NA,NA,NA,NA,NA,46.2337230106
"UniRef90_G7MP63",NA,NA,NA,NA,NA,NA,NA,21.5053763441,NA,NA,NA,NA,NA,NA,NA,NA,21.978021978
"UniRef90_G7MP63|unclassified",NA,NA,NA,NA,NA,NA,NA,21.5053763441,NA,NA,NA,NA,NA,NA,NA,NA,21.978021978
"UniRef90_A0A371N4H2",NA,NA,NA,NA,NA,NA,NA,21.4054054054,NA,NA,NA,NA,NA,NA,NA,NA,31.7471264368
"UniRef90_A0A371N4H2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,21.4054054054,NA,NA,NA,NA,NA,NA,NA,NA,31.7471264368
"UniRef90_A0A3E2DQD7",NA,NA,NA,NA,NA,NA,NA,21.3420686917,NA,NA,NA,NA,NA,NA,NA,NA,22.9448961156
"UniRef90_A0A3E2DQD7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,21.3420686917,NA,NA,NA,NA,NA,NA,NA,NA,22.9448961156
"UniRef90_A0A3D8Z0N8",NA,NA,NA,NA,NA,NA,NA,21.164021164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3D8Z0N8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,21.164021164,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3D8ZMU3",NA,NA,NA,NA,NA,NA,NA,20.873015873,NA,NA,NA,15.1515151515,NA,NA,NA,NA,NA
"UniRef90_A0A3D8ZMU3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,20.873015873,NA,NA,NA,15.1515151515,NA,NA,NA,NA,NA
"UniRef90_A0A1M3RQB6",NA,NA,NA,NA,NA,NA,NA,20.8333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1M3RQB6|unclassified",NA,NA,NA,NA,NA,NA,NA,20.8333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UC45|unclassified",NA,NA,NA,NA,NA,NA,NA,7.6335877863,NA,NA,NA,NA,NA,NA,15.3846153846,8.6206896552,7.7519379845
"UniRef90_W4U7Y9",NA,NA,NA,NA,NA,NA,NA,20.5885466286,NA,29.3951662373,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U7Y9|unclassified",NA,NA,NA,NA,NA,NA,NA,20.5885466286,NA,29.3951662373,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TSX8",NA,NA,NA,NA,NA,NA,NA,20.3092783505,NA,NA,NA,NA,NA,NA,NA,10.101010101,20.5133599832
"UniRef90_W4TSX8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,20.3092783505,NA,NA,NA,NA,NA,NA,NA,10.101010101,20.5133599832
"UniRef90_W4TG20",NA,NA,NA,NA,NA,NA,NA,20.202020202,NA,NA,NA,NA,NA,NA,NA,NA,28.6563158904
"UniRef90_W4TG20|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,20.202020202,NA,NA,NA,NA,NA,NA,NA,NA,28.6563158904
"UniRef90_W4U7Q1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,20.0020002,NA,NA,NA,NA,NA,20.101010101,NA,NA,NA
"UniRef90_W4U3C8|unclassified",NA,NA,NA,NA,NA,NA,NA,7.4074074074,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1U4JEZ3",NA,NA,NA,NA,NA,NA,NA,19.801980198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1U4JEZ3|unclassified",NA,NA,NA,NA,NA,NA,NA,19.801980198,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TUV3",NA,NA,NA,NA,NA,NA,NA,19.5654019183,NA,NA,NA,NA,NA,13.6778746368,NA,NA,NA
"UniRef90_W4TUV3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,19.5654019183,NA,NA,NA,NA,NA,13.6778746368,NA,NA,NA
"UniRef90_A0A270QAL1",NA,NA,NA,NA,NA,NA,NA,19.5032014507,NA,11.2004010214,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A270QAL1|unclassified",NA,NA,NA,NA,NA,NA,NA,19.5032014507,NA,11.2004010214,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3B8SRK1",NA,NA,NA,NA,NA,NA,NA,19.4174757282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3B8SRK1|unclassified",NA,NA,NA,NA,NA,NA,NA,19.4174757282,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q8L3L2",NA,NA,NA,NA,NA,NA,NA,19.2307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q8L3L2|unclassified",NA,NA,NA,NA,NA,NA,NA,19.2307692308,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWJ2",NA,NA,NA,NA,NA,NA,NA,19.0476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TWJ2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,19.0476190476,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0H2WKX9",NA,NA,NA,NA,NA,NA,NA,19.0033402546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0H2WKX9|unclassified",NA,NA,NA,NA,NA,NA,NA,19.0033402546,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U2S5",NA,NA,NA,NA,NA,NA,NA,18.9641613302,NA,NA,NA,NA,NA,11.4942528736,NA,NA,NA
"UniRef90_W4U2S5|unclassified",NA,NA,NA,NA,NA,NA,NA,18.9641613302,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1A9AAX0",NA,NA,NA,NA,NA,NA,NA,18.779342723,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1A9AAX0|unclassified",NA,NA,NA,NA,NA,NA,NA,18.779342723,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TT00",NA,NA,NA,NA,NA,NA,NA,18.7755767854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TT00|unclassified",NA,NA,NA,NA,NA,NA,NA,18.7755767854,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A016EN64",NA,NA,NA,NA,NA,NA,NA,18.691588785,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A016EN64|unclassified",NA,NA,NA,NA,NA,NA,NA,18.691588785,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2S5DSP6",NA,NA,NA,NA,NA,NA,NA,18.6046511628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2S5DSP6|unclassified",NA,NA,NA,NA,NA,NA,NA,18.6046511628,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_G7NFH9",NA,NA,NA,NA,NA,NA,NA,18.5672200736,NA,NA,9.9502487562,NA,NA,74.6336268296,NA,18.9304094876,NA
"UniRef90_G7NFH9|unclassified",NA,NA,NA,NA,NA,NA,NA,18.5672200736,NA,NA,9.9502487562,NA,NA,74.6336268296,NA,18.9304094876,NA
"UniRef90_A0A127SBH4",NA,NA,NA,NA,NA,NA,NA,18.4335711859,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A127SBH4|unclassified",NA,NA,NA,NA,NA,NA,NA,18.4335711859,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TU20",NA,NA,NA,NA,NA,NA,NA,18.254822101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TU20|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,18.254822101,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A371N4V2",NA,NA,NA,NA,NA,NA,NA,18.1405727908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A371N4V2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,18.1405727908,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U5X3",NA,NA,NA,NA,NA,NA,NA,18.0548527477,NA,NA,NA,NA,NA,NA,NA,NA,33.2342349683
"UniRef90_W4U5X3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,18.0548527477,NA,NA,NA,NA,NA,NA,NA,NA,33.2342349683
"UniRef90_W4TRB5",NA,NA,NA,NA,NA,NA,NA,17.9544389429,NA,NA,NA,NA,NA,NA,NA,13.8558206035,NA
"UniRef90_W4TRB5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,17.9544389429,NA,NA,NA,NA,NA,NA,NA,13.8558206035,NA
"UniRef90_W4TMB5",NA,NA,NA,NA,NA,NA,NA,17.8571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TMB5|unclassified",NA,NA,NA,NA,NA,NA,NA,17.8571428571,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U7M6E3",NA,NA,NA,NA,NA,NA,NA,17.8513372208,NA,NA,NA,NA,NA,NA,NA,NA,28.2259585128
"UniRef90_U7M6E3|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,17.8513372208,NA,NA,NA,NA,NA,NA,NA,NA,28.2259585128
"UniRef90_U6F4G8",NA,NA,NA,NA,NA,NA,NA,17.6991150442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U6F4G8|unclassified",NA,NA,NA,NA,NA,NA,NA,17.6991150442,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U936",NA,NA,NA,NA,NA,NA,NA,17.0290898618,NA,NA,NA,NA,NA,14.7521728917,NA,NA,NA
"UniRef90_W4U936|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,17.0290898618,NA,NA,NA,NA,NA,14.7521728917,NA,NA,NA
"UniRef90_F9NTF8",NA,NA,NA,NA,NA,NA,NA,16.8779376157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F9NTF8|unclassified",NA,NA,NA,NA,NA,NA,NA,16.8779376157,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_X0V2P3",NA,NA,NA,NA,NA,NA,NA,16.8067226891,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_X0V2P3|unclassified",NA,NA,NA,NA,NA,NA,NA,16.8067226891,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_F9NSQ4",NA,NA,NA,NA,NA,NA,NA,16.6666666667,NA,NA,NA,NA,NA,NA,NA,16.6666666667,NA
"UniRef90_F9NSQ4|unclassified",NA,NA,NA,NA,NA,NA,NA,16.6666666667,NA,NA,NA,NA,NA,NA,NA,16.6666666667,NA
"UniRef90_W4U4W6",NA,NA,NA,NA,NA,NA,NA,16.5370787578,NA,NA,NA,NA,NA,NA,7.9682539683,NA,32.3724719147
"UniRef90_W4U4W6|unclassified",NA,NA,NA,NA,NA,NA,NA,16.5370787578,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_U7MC03",NA,NA,NA,NA,NA,NA,NA,16.5289256198,NA,NA,NA,NA,NA,17.0215848182,NA,NA,NA
"UniRef90_U7MC03|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,16.5289256198,NA,NA,NA,NA,NA,17.0215848182,NA,NA,NA
"UniRef90_W4UCF6",NA,NA,NA,NA,NA,NA,NA,16.4010678313,13.8163004896,NA,NA,NA,NA,NA,NA,NA,45.384227738
"UniRef90_W4UCF6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,16.4010678313,13.8163004896,NA,NA,NA,NA,NA,NA,NA,45.384227738
"UniRef90_W4U3J4",NA,NA,NA,NA,NA,NA,NA,16.2601626016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U3J4|unclassified",NA,NA,NA,NA,NA,NA,NA,16.2601626016,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HFH5",NA,NA,NA,NA,NA,NA,NA,15.873015873,NA,NA,NA,NA,38.4615384615,103.2679738562,NA,NA,58.8235294118
"UniRef90_D4HFH5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,15.873015873,NA,NA,NA,NA,38.4615384615,103.2679738562,NA,NA,58.8235294118
"UniRef90_W4TK49",NA,NA,NA,NA,NA,NA,NA,15.873015873,NA,NA,NA,NA,NA,15.873015873,NA,NA,NA
"UniRef90_W4TK49|unclassified",NA,NA,NA,NA,NA,NA,NA,15.873015873,NA,NA,NA,NA,NA,15.873015873,NA,NA,NA
"UniRef90_A0A0J8Z0N3",NA,NA,NA,NA,NA,NA,NA,15.625,4.3021593431,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0J8Z0N3|unclassified",NA,NA,NA,NA,NA,NA,NA,15.625,4.3021593431,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A316YAP3",NA,NA,NA,NA,NA,NA,NA,15.625,15.625,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A316YAP3|unclassified",NA,NA,NA,NA,NA,NA,NA,15.625,15.625,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TP60",NA,NA,NA,NA,NA,NA,NA,14.9171677803,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TP60|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,9.7203818378,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TP60|unclassified",NA,NA,NA,NA,NA,NA,NA,5.1967859425,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q6A705",NA,NA,NA,NA,NA,NA,NA,14.7186147186,NA,NA,NA,NA,NA,25.4938900583,NA,NA,19.1860511282
"UniRef90_Q6A705|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.7186147186,NA,NA,NA,NA,NA,25.4938900583,NA,NA,19.1860511282
"UniRef90_Q6A737",NA,NA,NA,NA,NA,NA,NA,14.6161636004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q6A737|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.6161636004,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_Q91Z73",NA,NA,NA,NA,NA,NA,NA,14.5396557385,NA,NA,NA,NA,NA,NA,14.4000736106,NA,NA
"UniRef90_Q91Z73|unclassified",NA,NA,NA,NA,NA,NA,NA,14.5396557385,NA,NA,NA,NA,NA,NA,14.4000736106,NA,NA
"UniRef90_W4UBK0",NA,NA,NA,NA,NA,NA,NA,14.4927536232,NA,NA,NA,NA,NA,20.6551410373,NA,NA,NA
"UniRef90_W4UBK0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.4927536232,NA,NA,NA,NA,NA,20.6551410373,NA,NA,NA
"UniRef90_W4UML8",NA,NA,NA,NA,NA,NA,NA,14.1977486941,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UML8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.1977486941,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI0001F09587",NA,NA,NA,NA,NA,NA,NA,14.1843971631,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI0001F09587|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.1843971631,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U116",NA,NA,NA,NA,NA,NA,NA,14.153055215,NA,NA,NA,NA,NA,NA,NA,NA,14.0159260924
"UniRef90_W4U116|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.153055215,NA,NA,NA,NA,NA,NA,NA,NA,14.0159260924
"UniRef90_A0A180ETP7",NA,NA,NA,NA,NA,NA,NA,14.0963706181,7.4349442379,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A180ETP7|unclassified",NA,NA,NA,NA,NA,NA,NA,14.0963706181,7.4349442379,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HD16",NA,NA,NA,NA,NA,NA,NA,14.0888740063,23.0899593936,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HD16|unclassified",NA,NA,NA,NA,NA,NA,NA,14.0888740063,13.896713615,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TXZ0",NA,NA,NA,NA,NA,NA,NA,14.0122085801,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TXZ0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,14.0122085801,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0A6ZVQ1",NA,NA,NA,NA,NA,NA,NA,13.698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0A6ZVQ1|unclassified",NA,NA,NA,NA,NA,NA,NA,13.698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TTX6",NA,NA,NA,NA,NA,NA,NA,13.698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TTX6|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,13.698630137,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A023Z7X0",NA,NA,NA,NA,NA,NA,NA,13.6788164311,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A023Z7X0|unclassified",NA,NA,NA,NA,NA,NA,NA,13.6788164311,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_X1TLH4",NA,NA,NA,NA,NA,NA,NA,13.6054421769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_X1TLH4|unclassified",NA,NA,NA,NA,NA,NA,NA,13.6054421769,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2I1VPZ1",NA,NA,NA,NA,NA,NA,NA,13.5135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A2I1VPZ1|unclassified",NA,NA,NA,NA,NA,NA,NA,13.5135135135,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UB08",NA,NA,NA,NA,NA,NA,NA,13.3754171819,NA,NA,NA,NA,NA,40.2920712755,NA,NA,25.7611329613
"UniRef90_W4UB08|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,13.3754171819,NA,NA,NA,NA,NA,40.2920712755,NA,NA,25.7611329613
"UniRef90_W4U8M0",NA,NA,NA,NA,NA,NA,NA,13.3074935401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U8M0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,13.3074935401,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TLQ5",NA,NA,NA,NA,NA,NA,NA,13.1578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TLQ5|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,13.1578947368,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TZI7",NA,NA,NA,NA,NA,NA,NA,13.1578947368,NA,NA,NA,NA,NA,35.7598978289,NA,NA,NA
"UniRef90_W4TZI7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,13.1578947368,NA,NA,NA,NA,NA,35.7598978289,NA,NA,NA
"UniRef90_W4U4S1",NA,NA,NA,NA,NA,NA,NA,13.0604951927,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U4S1|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,13.0604951927,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI00054D29C8",NA,NA,NA,NA,NA,NA,NA,12.987012987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI00054D29C8|unclassified",NA,NA,NA,NA,NA,NA,NA,12.987012987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_UPI000DAF1B96",NA,NA,NA,NA,NA,NA,NA,12.987012987,NA,12.7388535032,NA,NA,NA,94.2816970439,NA,NA,NA
"UniRef90_UPI000DAF1B96|unclassified",NA,NA,NA,NA,NA,NA,NA,12.987012987,NA,12.7388535032,NA,NA,NA,94.2816970439,NA,NA,NA
"UniRef90_W4U0U8",NA,NA,NA,NA,NA,NA,NA,12.9117713899,NA,NA,NA,NA,NA,NA,NA,NA,15.2250631452
"UniRef90_W4U0U8|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.9117713899,NA,NA,NA,NA,NA,NA,NA,NA,15.2250631452
"UniRef90_A0A1N5AYM2",NA,NA,NA,NA,NA,NA,NA,12.9032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A1N5AYM2|unclassified",NA,NA,NA,NA,NA,NA,NA,12.9032258065,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TW32",NA,NA,NA,NA,NA,NA,NA,12.8205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TW32|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.8205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U9I9",NA,NA,NA,NA,NA,NA,NA,12.8205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4U9I9|unclassified",NA,NA,NA,NA,NA,NA,NA,12.8205128205,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TS35",NA,NA,NA,NA,NA,NA,NA,12.7294487446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TS35|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.7294487446,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TY28",NA,NA,NA,NA,NA,NA,NA,12.6648657238,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4TY28|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.6648657238,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A160F2G4",NA,NA,NA,NA,NA,NA,NA,12.6582278481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A160F2G4|unclassified",NA,NA,NA,NA,NA,NA,NA,12.6582278481,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HBI7",NA,NA,NA,NA,NA,NA,NA,12.5407975025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_D4HBI7|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.5407975025,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_E6D464",NA,NA,NA,NA,NA,NA,NA,12.5393081761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_E6D464|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.5393081761,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A0E2UEC3",NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,6.2893081761
"UniRef90_A0A0E2UEC3|unclassified",NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,6.2893081761
"UniRef90_A0A3C7Z807",NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3C7Z807|unclassified",NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UGH0",NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UGH0|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.5,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_W4UDT2|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,12.3867614013,NA,NA,NA,NA,NA,NA,NA,NA,25.5639241647
"UniRef90_A0A1F0IK15|g__Cutibacterium.s__Cutibacterium_acnes",NA,NA,NA,NA,NA,NA,NA,7.9365079365,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UniRef90_A0A3A3WAW6",NA,NA,NA,NA,NA,NA,NA,12.3456790123,NA,NA,NA,NA,NA,82.1366068655,NA,NA,NA
